gene	control_rep1	control_rep2	control_rep3	WNT3A_rep1	WNT3A_rep2	WNT3A_rep3
ABCA13	0.871847502638308	0.659666247649804	1.05887332236011	0.657166247523275	0.87173584336683	0.572976794958997
ABCA17P	0.49019018680248	0.239591469915239	0.467465969272437	0.219594059184415	0.148832565540003	0.222459931698667
ABCA2	3.17288953848999	2.78169561428096	2.71121345372596	2.61285368101832	2.95141057895221	3.00390375543471
ABCA3	3.0544292051386	2.98659788037948	3.2144642253178	3.23539331403126	3.48140596096936	3.33424520147626
ABCA4	0.0276081968782394	0.119373651547672	0.0478651976431685	0.421298049257664	0.247082386465691	0.181092339982623
ABCA5	0.972365237671882	0.929861891730127	0.891318987493232	0.991610542410448	1.19654460674181	0.642120716551331
ABCA6	0.0246755592234095	0	0	0.024067408751933	0.0264918461553268	0
ABCA7	2.64194548648224	2.39372303199602	2.08324205953663	2.5025815761098	2.48156067899501	2.52436454568582
ABCA9	0.308555544596393	0.183337337864346	0.20339522845239	0.225423661492086	0.217881654557127	0.22835975789031
ABCB1	0	0.0742086122535225	0.0367521318445175	0	0.045094774703452	0
ABCB10	3.58742225633624	3.76416170280649	3.79505026422468	3.45901629205717	3.47359125827348	3.66612824623681
ABCB4	0.189683289219015	0.0877833368801719	0.166931455005723	0.0485923779995494	0.104974867437579	0.143018792381409
ABCB5	0.165439118706411	0.382724668180439	0.351399201671786	0.278909951570455	0.242141427501863	0.469365441094789
ABCB6	5.43304113361181	5.26440248110422	4.98958170414217	5.14814154522458	5.12426734929786	5.23429714698192
ABCB7	3.35479967733377	3.41162560215141	3.38211434523244	3.57219631215363	3.50528604029836	3.58259746807681
ABCB8	3.84081684333997	3.52375745880173	3.48386665185704	3.23869588656201	3.31808999017638	3.35251732527082
ABCB9	1.5883414226173	1.61499485908974	1.22938240750151	1.59713952149988	1.17220710558318	1.70560470248748
ABCC1	2.3515565053966	2.39922735800555	2.43888724614525	2.49770868880651	2.66153258426043	2.3684323619418
ABCC10	2.77741768700165	2.73886900359644	2.54144990876385	2.78095899949301	2.92964909477796	2.87578946363209
ABCC13	0.0965634125732792	0.127924045199801	0	0.139148169529642	0.1525710000927	0.0485527266404746
ABCC2	0.309477544196192	0.307295703976535	0.273662556670744	0.208569511017936	0.19256741157036	0.211301793222272
ABCC3	0.649131142758204	0.654051052849645	0.538958590747198	0.445060122869339	0.339600335127542	0.793205220717852
ABCC4	2.38777652427882	2.5517229507339	2.50455561364422	2.47886628924073	2.77111205294592	2.41202439460814
ABCC5	3.44911260986028	2.88123395491769	2.64314134269655	2.57381117607078	2.25289682622416	2.61858897451259
ABCC6	0	0	0	0	0	0.0683916656438703
ABCC6P1	0.0676162086921444	0.118618228895505	0.059202570383563	0.0659736466721536	0	0
ABCC9	1.51404002188469	1.35961667645026	0.953481599321734	1.13459534967822	1.01751075119474	0.99530382327612
ABCD1	3.94621648469022	3.95957380853986	4.04536587872897	4.08836401167017	4.25189776548183	4.25000728004647
ABCD2	0	0.11217822420114	0.10976424253082	0	0.0346660143958041	0
ABCD3	4.25616119573408	4.43217506382366	4.34207453724771	4.01221421124524	4.24489954008691	4.22122580890655
ABCD4	3.98077774175863	3.42863545281314	3.50704390193589	4.01783071181729	3.67825248271889	3.93096498099167
ABCE1	5.49565385490291	5.79888139124137	5.77930874344974	5.44512106212673	5.70670818354582	5.28938678907813
ABCF1	5.55843242785319	5.70659284701426	5.53503518331663	5.57890275902864	5.68679689498269	5.57942214493793
ABCF2	4.66291528171053	4.96635910225088	4.76810926888088	4.8482648891078	5.0556234654863	4.77325905388755
ABCF3	3.81850775818721	4.12512920778975	4.03461223547183	4.06492501560052	4.01339701417546	4.21936778484138
ABCG1	3.87724291558205	3.36819822683094	3.72290027462661	4.25624648570497	3.80834527533384	4.29322591527696
ABCG2	0.0447835974773067	0	0	0.0860904947781126	0	0
ABCG4	0.0519433658930545	0.0914929694752027	0	0	0.109383867031677	0.0513759794108192
ABHD1	0	0.112595007890948	0.308094775618167	0.0625656924725916	0	0.0634277260926425
ABHD10	4.2720155806985	4.11759962470639	4.13067182921068	4.35095673286556	4.11620521052921	4.18583555594509
ABHD11	3.7031165997958	3.85617171104584	3.51325679725802	3.20146255905455	3.03335237146925	3.37673447114775
ABHD12	5.05102956918051	5.06192552073907	5.18380607948032	5.11664785493513	5.05516929207559	5.24564109372789
ABHD13	3.57921630224124	3.36891893436757	3.4503369958002	3.36637148280186	3.3314166422612	3.1832723120654
ABHD14A	2.97295808084347	2.43791489920626	2.35001746015735	2.86987063117671	2.94089654591854	2.93542139010575
ABHD14B	4.75932925326579	4.31004699324723	4.71434115191063	5.14425077159361	4.86574748975509	5.04880423414163
ABHD15	2.41265683702457	2.47605346730706	2.09102454395416	2.02394986041635	2.18513454062299	2.39956926624358
ABHD16A	4.49308396094406	4.4629496195823	4.41720400312178	4.74031833840419	4.67761696743157	4.89449449706266
ABHD16B	2.07731636139515	2.33900642605082	2.3831843559164	2.14315209823859	2.12356010479027	2.40825505189326
ABHD2	2.86568833473287	2.85527267546516	3.11732001338826	2.39410868345226	3.14570343289771	3.04020631915783
ABHD3	4.0661755034889	4.42567185395933	3.93395491035513	3.59960806278287	3.57777217257019	3.41518823804901
ABHD4	2.5317463913717	2.33513240725562	2.50793758452341	2.75007869706683	2.82465949967703	3.09603583557462
ABHD5	1.706306740248	1.7542339521583	1.81852346888585	1.66963222254443	1.51900524853382	1.48319312006443
ABHD6	8.85308054744695	8.66757944176918	8.7476977328447	9.34522137101664	9.11558681670899	9.18620928671539
ABHD8	5.60592657866651	5.76222982483297	5.51076139694015	5.77864399933592	5.46561693204187	5.96819398148684
ABI1	4.72849062549884	4.59920660102424	4.82819300746391	4.9523154199373	4.90977438518839	4.96644822080957
ABI2	2.93684470527198	3.0435095311679	3.10793511330765	2.94884687672398	3.03075614708056	3.11517094910066
ABI3	2.96897298329187	3.20028213797437	3.45887947403352	3.44088442720101	3.53282898691135	3.26421285075572
ABI3BP	0.0588542323166783	0.128230820854443	0.101246970964786	0.0574203073131588	0.0631318795768166	0.0582128688803057
ABL1	4.59506278802413	4.48749283544103	4.70957441349669	4.43207070991465	4.88236032866426	4.82738655266886
ABL2	2.3616919408855	2.39432515598697	2.38770183798886	2.23511522522558	2.40186167799376	2.30238068877378
ABLIM1	4.53157523557163	4.36195343041834	4.74645291293885	4.09580417138152	4.26664630522191	4.60279538941559
ABLIM2	2.11324718999289	1.81760697021132	2.00470338312633	2.34922595946878	2.04510709234032	2.2454893306184
ABR	3.99703190763117	3.82626011875104	4.29255176095692	4.34313223166665	4.83396769012015	4.81534056544012
ABRA	0.14079967941334	0	0.063155338331264	0	0.150730509662176	0
ABRACL	5.91873211209983	6.08120923621374	5.84818041671574	6.01976251388314	5.79644920791197	5.57300069496246
ABT1	3.82463103742878	4.06853929646264	4.03789650463519	3.88511630773116	3.76591550164487	3.76008259214141
ABTB1	2.64929863431552	2.08374775907245	2.62958719509688	3.187194216233	2.9249763835351	3.39498303504764
ABTB2	4.00339323443013	3.91617093724193	3.87342150643803	3.98481821939584	4.42957127872182	4.31789648300298
ACAA1	3.08400552291181	3.10669300001371	2.82491328161619	2.97382140385063	2.88047805196231	3.07486089954427
ACAA2	4.48090625316059	4.54591477588638	4.54004318668815	4.59352671299302	4.4808738778074	4.6153282911196
ACACA	3.70588245159529	3.63283843983538	3.6028875143974	3.43488815358169	3.48974009718645	3.53748311924634
ACACB	3.24702743299786	3.11306549008645	3.49148238353627	3.24848375669437	3.97274568870422	2.91640467794815
ACAD10	3.96702498672655	3.64290352661115	3.50162343315211	3.50041779611456	3.59752979160176	3.7680088308902
ACAD11	0.889349825465862	0.936080559105801	0.874509608951507	0.763983750854313	0.88158985643333	0.772312931246938
ACAD8	3.23796345152786	3.06687752149606	2.97818805967281	3.19249655804634	2.87092997917668	3.10847409392325
ACAD9	4.83322396712061	4.84539232226046	4.75072734091009	4.72968096105748	4.41121819544211	4.71512325427626
ACADL	0.289391690381899	0.136419517829686	0.313122385922366	0.0760817489896496	0.0835964529738978	0.220009583743754
ACADM	4.76007024641932	4.79296530415087	4.76404889924462	4.65157462385511	4.33850730044144	4.44944363382415
ACADS	1.41447287040659	1.52372535878478	1.13829258789001	1.60783502779387	1.16656617061934	1.51699496419679
ACADSB	3.40828416900482	3.34298152520166	3.7343524799391	3.5678578984604	3.50223352251782	3.37722819136525
ACADVL	7.36554636710391	7.02587381203496	6.9917384752011	7.23000475535403	6.96022419918844	7.34214195733818
ACAP1	0.575440815361889	0.35974162015064	0.294579844246711	0.357437364687922	0.422990433636879	0.650962394497856
ACAP2	3.43062685813502	3.40336901494581	4.14158639616107	3.69415906989087	4.14881361689375	3.8576313862997
ACAP3	4.30913792942279	3.82832725338207	3.61639208154813	3.58221379958463	3.42301938151416	3.77684093781833
ACAT1	5.07771685039784	5.30704032326022	5.20226244740142	5.16035629195817	5.00179990257625	4.9908980576953
ACAT2	4.45974321713128	4.93085656026285	4.39260285225809	3.77940104273218	3.53490834670157	3.77516372828333
ACBD3	3.92117487269332	4.09237732976442	4.29005170889018	4.33580716580908	4.12011803192028	4.16060709228363
ACBD4	3.3944065204552	3.10372496294148	3.26856180222893	3.30889258057697	3.28284682372503	3.15605371796204
ACBD5	3.73529429433487	3.97417493325472	4.09099324900032	3.74854321353689	3.82747087741359	3.74579500284018
ACBD6	3.47849098661676	3.62774427709039	3.83184571685406	3.83233531505759	3.79893359279613	3.79703121033833
ACBD7	3.61071038319007	3.39760294412476	3.41932141235079	3.30071553121484	3.11912087534547	3.73973621311031
ACCS	0.703099180837152	0.201056486380833	0.487531998563006	0.575228110334455	0.344668985527431	0.41273640900018
ACD	4.14238667956437	4.08105643044786	3.94004164724985	4.1966037546622	4.08537209178572	4.35471571909109
ACE	0.91272593143416	0.896859415247268	0.900584755486838	1.19597579513255	1.3785254500561	1.36844668649495
ACE2	0.752351804963771	0.44314524138114	0.610978143432486	0.477844630073393	0.474381702026156	0.639202502358219
ACER2	0.960872813120916	1.126470149444	0.824725051850707	0.577487344015425	0.858726906900871	0.58417403754354
ACER3	2.07571809497661	2.19823304624333	2.17813081307524	1.67915634287209	1.97832701714148	1.9120320232035
ACHE	0.738825550738684	0.786763625098483	0.585410484984138	0.640643661674193	0.692299378464178	0.732382363293815
ACIN1	5.86157086303754	5.8234147355989	5.57937522018604	5.74338547388988	5.41460385756152	5.56703097059792
ACLY	6.46891778742246	6.80606779426333	6.59236868006541	6.47943375720802	6.57540519013038	6.55624363218365
ACMSD	0.101572208042031	0.0910349826197461	0	0	0.108839652748952	0.100481272893462
ACO1	2.84879134288784	3.10157182405637	3.11465750621322	3.19415862937107	3.35690636345038	3.37965203331102
ACO2	5.96671153693273	6.17644808205677	6.16384359809588	6.10022054522976	6.38215247314187	6.25196446233659
ACOT1	0	0	0.100262026038138	0	0	0.113061877697375
ACOT11	0.340355516640177	0.161943999345272	0.472102585926263	0.332800965010545	0.51475356888253	0.589087048899545
ACOT13	3.42984777771178	3.43582302015003	3.50232338297715	3.55542859588146	3.23726300375211	3.16199715543707
ACOT2	0	0	0	0.107854950086261	0	0
ACOT4	0	0	0.0734002601203207	0	0	0.082868531589096
ACOT7	5.82516698530703	6.07907642403003	5.79993671592561	5.71983161857345	5.65006002527684	5.63669419707531
ACOT8	2.85442441297601	2.74172551332741	2.67815373303359	3.11317633520724	2.76604856887559	3.13103498337531
ACOT9	4.86465387872893	4.93035825722935	5.08517979634886	5.13728446864709	4.82045987365208	5.19090915284557
ACOX1	2.75105216889659	2.6902226135591	2.61714767961134	2.76755848470927	2.97165171891938	2.78089325852928
ACOX2	1.07449011586916	0.952788554938096	1.11688711670878	0.699898085282457	1.00038561712321	0.707686840979568
ACOX3	2.73947246944042	2.71269080720485	2.84077964804296	3.48640625881021	3.40612550679741	3.38178799671087
ACOXL	0.142824799176891	0	0	0	0.0784699201185899	0.072385519077379
ACP1	6.21602077034062	6.27530391398991	6.29220425959208	6.6479909860182	6.3938012781191	6.0177959756506
ACP2	3.43396743509862	3.10650003604695	3.26572908744941	3.78154318745454	3.7657470912282	3.76706038293023
ACP5	0.221857431458331	0.103289252544224	0	0	0.123389928536597	0
ACP6	2.06422751837394	2.04715669556021	2.14953586205884	2.2687635913398	2.24039619644575	2.24849140088681
ACPP	1.51235451697255	1.14440865496072	1.88072616175358	1.73790316576121	1.45820028262561	1.25416203413082
ACR	0	0.121674376993762	0	0	0	0.134155100625208
ACRBP	1.53577309813123	1.24484899995469	1.82826189985638	1.1904979337044	1.36156834895722	1.37258781944001
ACRV1	0.089282292221471	0.296343453889383	0.223050594688006	0.0871291058868257	0	0.171542427555682
ACSBG1	0.15195122760635	0.162233136138535	0.0277103784202456	0.0908351371475212	0	0.178623408321484
ACSBG2	0.441787321251529	0.587607478375222	0.123489728616933	0.0702680012929948	0.286814396729457	0.139114814787541
ACSF2	4.16497750829595	3.61587327887855	3.62490242136188	5.87350467209777	4.91561745345326	5.82866906582213
ACSF3	2.40183669176078	2.40900891194637	2.45369437529315	2.46763527020693	2.42946647978967	2.68049870219053
ACSL1	3.42032008119796	3.5287694409415	3.80220437205125	3.45963946507844	3.92582659363974	3.8692803985266
ACSL3	4.28360196674775	4.42889164284802	4.19217875776415	3.92690401228198	3.87025560993613	4.11295588573204
ACSL4	5.01223103258521	5.14196752869139	5.26574401318916	5.34743750113573	5.44951002766738	5.42981072619247
ACSL5	0.170360359831316	0.533753176234222	0.101579602211582	0.113011078218112	0.12401958123246	0.168572611389457
ACSL6	0.203102920269679	0.25440314475044	0.129963828022126	0.0883827859074771	0.158338278932184	0.200994873400839
ACSM3	0.636410520929007	0.68648728929746	0.863261062020499	3.0565732500067	2.29119052212427	2.77873543774275
ACSS1	5.58445414710854	5.25920272171687	5.57843522036507	6.26250329554054	5.87522259440246	6.42891969660986
ACSS2	3.18728803621028	2.9914913380504	3.18343681028907	3.24663904123929	3.21192753526408	3.4625118540795
ACSS3	0.10608014527449	0.149274809928418	0.294515858071214	0.181327353755069	0.0692631743289923	0.0216080860290262
ACTA1	0	0.11712817781134	0.220784899186264	0.352843503836676	0.267231022557186	0
ACTA2	4.49598105919707	4.4918236802293	3.93996003042754	5.26541763479379	4.66695095008701	5.97981446495555
ACTB	10.680849496236	10.804236057184	10.4819869358204	10.7409450724139	10.6709243000381	10.5795030833239
ACTG1	10.690018907547	10.7523125287362	10.6863363418056	11.22756855989	11.1802214556164	11.1756366126412
ACTG1P4	3.09620304506371	3.01443604295971	2.40195345106291	3.24314723908613	2.41325089520989	2.82753660633237
ACTG2	0.752051024284002	0.574108956972368	0.377009166362766	0.794020951253383	0.73249411668823	1.2345971413501
ACTL10	0.0971159854336852	0.246757936519759	0	0.183715311788151	0	0.0960713353878734
ACTL6A	5.83128553226601	5.96404224162483	5.67608934338364	5.46511236588602	5.39296629453397	5.1206497508542
ACTL6B	0	0	0	0	0	0
ACTL7B	0.0831920482769558	0	0	0.0811816404961154	0	0
ACTL8	0.541306990330054	1.1056129509209	0.73330850837246	0.102988496638047	0.217897178145166	0.104387664271866
ACTN1	5.04420346730079	5.02167526010592	5.22797233782414	5.18640469572612	5.30120742150265	5.34825329621157
ACTN1-AS1	0.77168123788822	0	0	0	0	0
ACTN2	6.562355992972	5.83025404675669	5.45395300504696	6.16664752066566	5.38295963467317	5.89300216511552
ACTN3	0.242644426965574	0.166927324863354	0.400315129781899	0.392386813835258	0.198587180273654	0.538843219937838
ACTN4	5.6155899964557	5.80034728338786	5.83702154868689	5.78413419446633	6.1522167556949	6.0182677915818
ACTR10	4.98139436663678	5.05152211358854	5.06453531297783	5.12633216609907	5.12891981323798	5.15531292874827
ACTR1A	5.20773965411257	5.65167193759839	5.30893932976247	5.25605840362774	5.51430068882135	5.32795576430154
ACTR1B	5.35901493999451	5.16865374015813	5.3424541678024	5.2346593059952	5.38954548634389	5.30970387427013
ACTR2	6.01844028221953	6.3149164602835	6.46062613356005	6.11553344535458	6.39407490537851	6.2392228290742
ACTR3	4.96474580472499	5.01721342704493	5.35578920830798	5.33325907266199	5.37231941257758	5.24082660423586
ACTR3B	1.32372151178514	1.63955021598935	1.30328437002287	1.3449899663689	1.35616066506058	1.42650213616905
ACTR3C	0.103481910618562	0.0624930227000106	0	0.0344576519998804	0.0379150803441556	0
ACTR5	3.04740751964263	3.20319893879391	2.92307722852139	3.1698157154921	2.60559891975805	3.01391979442427
ACTR6	4.88745256999345	4.77378645590902	4.90058024877045	5.05757493750377	4.85253656325174	4.7825983550075
ACTR8	3.02167683585926	3.24992947926156	3.31243588580456	3.23052388948491	3.58428967752711	3.36629152286609
ACTRT3	0.708307988088464	0.703920271202033	0.895936883055933	0.350187124722265	0.295125396400539	0.18814450225211
ACVR1	2.71402676238221	2.42942547982396	2.89396976799564	3.2055995714149	3.31642960979987	3.5344177865379
ACVR1B	3.18719527855049	3.07146020886486	3.35614770285177	3.06413355772142	3.69698648454365	3.48822093094818
ACVR1C	0.0224759386797733	0	0.0196408236349094	0.021921588797851	0	0.065682083679205
ACVR2A	2.55010309180745	2.25897316703691	2.27874141773426	2.01906020189311	1.94874277129813	1.94575770843046
ACVR2B	1.91970682733484	2.11377806530843	1.95933912701879	1.83773962765862	2.00110468081584	1.72919101855425
ACVR2B-AS1	1.84029105563757	1.70241834489484	1.5411187037032	1.27648093288262	1.48963397017105	1.28836242203731
ACVRL1	0.141173979934644	0	0.0838339978407843	0.0474208035638909	0	0
ACY1	0.542278875850655	0.267493652765279	0.790990106245607	0.454993343810857	0.218332740211749	0.610130684990594
ACYP1	4.88058529031568	4.88011240379246	4.25738974210369	4.75517538592213	3.99977978196121	4.38010380120226
ACYP2	1.92794372154527	1.60569877546591	1.70289726407379	1.48522739973348	1.41432862667698	1.5350354614525
ADA	4.51981364471113	4.43698580206362	4.27707254250184	4.70760596986607	4.20826495099336	4.64295284663183
ADAD2	0	0	0	0	0.0831201004160784	0
ADAL	2.5074021878532	2.582011988075	2.69272988786562	2.61302178839769	2.52409908586827	2.80848198547375
ADAM10	3.08934369992694	3.09142699733614	3.47878126111314	3.39464193026717	3.84041755664494	3.65878477043228
ADAM11	1.14068767014571	0.825730075410418	0.743522278894299	0.707213792850991	0.675724392657968	0.818653593106154
ADAM12	0	0.0227378744894071	0.0222336254427761	0	0	0
ADAM15	3.77472116801895	3.72812752026652	3.75756120694483	3.54738683758621	3.80631540148909	3.81479918244976
ADAM17	2.52937624729425	2.4426099531686	2.6425187199522	2.37285108990056	2.63170116021681	2.63268592442077
ADAM18	0	0.212153977292084	0.0726208735326069	0	0	0
ADAM19	0	0.0278006334967958	0.0271851635435045	0	0.0333811590563213	0
ADAM1A	2.90694989830497	2.52063732371861	2.53758938523152	2.51645176726817	1.36045030446058	2.00620458053617
ADAM20	0.138878584394918	0.183134930391715	0.121964529349851	0.259513938227908	0	0.0703380682409777
ADAM20P1	0.640189145985301	0.368416210965203	0.165943945270787	0.240681824323029	0.0703920751324451	0.127044031764709
ADAM22	1.4137084304974	1.56506367983465	1.54355930252045	1.0129053838617	1.02870766517419	1.31967421481042
ADAM23	1.7695053814416	1.97393325106875	1.93507573375852	1.8080862922579	2.0071027658215	2.0315826236532
ADAM28	0.422689412919134	0.402574645621672	0.0495799367208967	0.0821328134955871	0.202370597846724	0.109974483208391
ADAM32	0.141004484620009	0.150583659775195	0.0999098766660934	0.137662174759162	0.062287306915011	0.0574328002909905
ADAM33	0.157322606060506	0	0	0.0530428416289133	0.114388638906611	0.0537761014277268
ADAM8	0.42710625894998	0.428796522632841	0.460451759971457	0.462542510469465	0.244964755454645	0.749668489160047
ADAM9	5.85379926533613	5.91381726060904	6.09670649029175	6.09214590489743	6.13328414422267	6.17439289485668
ADAMTS1	2.12872034653705	1.88612315715599	1.67125460735288	1.65478415323377	1.03709660579655	1.84098473825199
ADAMTS10	3.85483070015604	3.42513578659701	2.97789581085292	3.46989653690194	3.30190670084601	3.85317788967141
ADAMTS12	0.0457080334886328	0	0	0	0	0
ADAMTS13	3.3567881328009	3.01424082004367	2.60813848421388	2.85833304918837	2.55796996978849	2.93567554332385
ADAMTS14	0.0381569826658759	0.100031697443821	0.159613033335241	0.304764311833271	0.194037826068394	0.277420836278645
ADAMTS15	0.431352096446652	0.366212071102618	0.476291080839833	0.789286806731106	0.458785978523553	1.02422448000526
ADAMTS17	0.563424123671201	0.361116641176837	0.482573153343779	0.43826148742368	0.550291340175259	0.46724583678035
ADAMTS18	0.131627796818992	0.0894675259052163	0.0297697911207216	0.0974304526753235	0.0365474478979405	0.0665831004604288
ADAMTS2	0.0591018314057738	0.078624894145406	0.173475024522252	0.362266862719122	0.182399881352035	0.19500991231231
ADAMTS20	0.0972396396456648	0.169312145166881	0.0289791279078778	0.0639556620854084	0.137336067078622	0.0327824074075244
ADAMTS3	0.363386357546347	0.235210392735191	0.0809400570406785	0	0.0667320280946888	0.0310973158163113
ADAMTS4	2.91840830122582	2.95145425492975	3.03834643083195	2.7516416406813	3.73440850528279	2.66215341949151
ADAMTS5	0.087292431407848	0	0.131316351267915	0.278443138954317	0.116045271899412	0.300186596603521
ADAMTS6	0.549494564316253	0.186479379025759	0.30576557596715	0.178680917886938	0.0871249132142781	0.156532037721498
ADAMTS7	0.141288293125575	0.0647971713475828	0.153517626145802	0.170457932116115	0.151251813184199	0.355918580227469
ADAMTS8	1.68643491634412	1.21458659064309	1.13684522030265	2.32707425817655	1.86719888955823	2.80524949556073
ADAMTS9	0.511992728168828	0.597158320813476	0.586188706644633	0.537599798153081	0.693188610613791	0.924109929017653
ADAMTS9-AS2	0	0	0.0932912111554997	0	0	0
ADAMTSL1	0.121585981919946	0	0.0649625922988855	0.0245310169799452	0	0.0248735304779974
ADAMTSL2	0.970174407493877	0.437630378588771	0.783907669186806	1.47183029173209	1.21073113827022	1.99133826318692
ADAMTSL3	0.0545004137431509	0.0487638684905258	0.0240430183690168	0	0.02953016338401	0.0272045623789311
ADAMTSL4	0.218449077422169	0.159352521504818	0.262803332555214	0.290644990227046	0.27590297503281	0.216193369181616
ADAMTSL5	0.136002418536405	0.234560307175519	0.119424322367384	0.132773298218749	0.0746421340953938	0.257630778530715
ADAP1	1.54218901852168	1.87507522304693	2.37120355230287	2.01090739626493	2.5397907384146	2.32727982369145
ADAP2	0	0.118967489630854	0.116413220998552	0.129440478789073	0	0.131182973563012
ADAR	4.90637221051411	5.08523995802662	5.21409100600484	4.92952415179552	5.44675555259355	5.30954559949001
ADARB1	2.0847774957465	1.99518170887472	1.86128039677324	2.16403913684394	2.233696023955	2.63573153194239
ADARB2	1.36531858992165	0.991543342703724	1.36798274464679	1.1757868501706	1.2661485992499	1.10045922119194
ADARB2-AS1	0.288877049632273	0.260577776996829	0.255240164377231	0.28235625748663	0	0.729158739209276
ADAT1	4.43028334278113	4.13606392119061	4.7168610288393	4.81318767886342	4.87994525341988	4.98979880667549
ADAT2	2.24393740947775	2.25487698306684	1.80831471805745	1.9083185820722	1.82042646823728	1.84097985178936
ADAT3	3.35615106470999	3.35936138417886	3.06723692048114	3.02508747029145	3.07004782862777	3.14474749098389
ADCK1	2.31229871448817	2.13764631107262	2.3067801429564	2.04726164394064	2.27359517528292	2.55190102370132
ADCK2	4.20217648222103	4.05282056309601	4.32812264531156	4.00562823603678	4.28603265200837	4.31593502458649
ADCK5	4.24596692798384	3.92446659384682	3.93476337789284	3.98277095057652	3.7863971306219	3.95757878591641
ADCY1	0.266998861656162	0.125346719240002	0.122661224115348	0.0923200407579304	0.133653722272128	0.195595431676733
ADCY10	0.446961744636324	0.583913687613422	0.47530101902424	0.347570635601179	0.275099614119763	0.255049725627472
ADCY10P1	1.20044818786617	0.870240591079905	0.281973751193099	0.653194308184422	0.583085891962657	0.843708334554129
ADCY2	0.0405494052366528	0.0716365799724351	0	0	0.0219223780853629	0.0201917283724453
ADCY3	3.13321240239757	3.04288181261769	3.05721609258543	2.52224030530278	3.12937002882129	2.96394466385521
